user,picks,settled,wins,losses,voids,pending,units_pl,roi_pct,clv_sharp_n,clv_sharp_median,clv_sharp_beat,clv_bookA_n,clv_bookA_median,graded_at_utc
hyper,54,52,23,29,2,0,-9.492,-18.61,37,-0.38,14,17,0.0,2026-08-19T21:34:20.895300+00:00
