user,picks,settled,wins,losses,voids,pending,units_pl,roi_pct,clv_pin_n,clv_pin_median,clv_pin_beat,clv_b365_n,clv_b365_median,graded_at_utc
hyper,39,30,15,15,0,9,-2.012,-6.94,24,-0.425,7,7,0.0,2026-07-22T00:13:35.340434+00:00
